,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_MAX_SCORE,CURRENT_BAL,PREVIOUS_BAL,LAST_PAYMENT,CRED_UTILIZATION_PERCENT,default_payment_next_month
502,230000,2,4,2,46,0,221590,227397,10000,96,0
503,130000,2,1,1,33,0,19161,20544,2000,15,1
504,30000,1,4,1,53,0,0,0,0,0,0
505,160000,1,1,2,35,0,396,396,396,0,0
506,500000,2,2,2,43,0,3959,0,0,1,0
507,180000,2,2,2,28,2,42238,38741,2500,23,0
508,80000,2,2,1,30,2,21507,13207,1700,27,0
509,120000,1,1,2,26,0,884,0,0,1,0
510,130000,1,2,1,31,2,1261,1261,1261,1,0
511,120000,2,2,2,35,0,240,240,240,0,1
512,360000,1,1,2,28,0,20223,52962,53228,6,0
513,50000,1,2,2,23,2,29509,30741,2000,59,1
514,20000,2,2,2,23,2,18355,20259,2900,92,0
515,100000,1,3,1,56,0,94265,53376,2385,94,0
516,70000,1,3,1,32,0,68739,67629,3060,98,0
517,50000,1,2,1,47,0,13917,16695,3000,28,0
518,10000,2,2,2,22,2,10250,8558,0,103,0
519,290000,2,1,1,34,0,93844,97708,6000,32,0
520,30000,2,1,1,31,0,16496,17522,1597,55,0
521,410000,2,2,2,27,1,-58,32991,33049,0,0
522,360000,1,1,2,28,0,1210,820,390,0,1
523,140000,2,2,1,42,0,111496,112133,6022,80,1
524,210000,2,1,2,32,0,67374,69489,3200,32,0
525,220000,2,2,2,27,0,1692,13250,13250,1,0
526,20000,1,2,2,27,2,18649,18066,0,93,0
527,620000,2,2,1,45,2,160837,156839,0,26,1
528,360000,1,1,2,26,1,-8,-8,0,0,0
529,20000,2,2,2,21,2,18763,14410,14410,94,0
530,50000,1,2,2,23,0,34549,18552,2836,69,0
531,50000,1,2,3,30,0,97538,49187,2454,195,0
532,10000,1,2,2,46,2,4073,6394,2400,41,1
533,100000,2,3,1,50,3,53849,55030,2050,54,1
534,50000,1,1,2,26,0,2411,3059,3068,5,0
535,60000,1,2,2,25,0,480,1675,1675,1,0
536,440000,2,1,2,35,0,330759,337794,13100,75,0
537,120000,1,2,1,44,0,92007,87939,5417,77,0
538,50000,2,1,2,52,0,3257,4166,1000,7,0
539,110000,2,2,1,40,2,92638,90905,600,84,0
540,200000,2,1,2,38,0,399,0,0,0,0
541,150000,2,1,2,28,1,0,0,0,0,0
542,30000,2,2,1,36,3,28778,28039,0,96,1
543,100000,2,1,2,24,0,30092,30486,1553,30,0
544,360000,2,1,1,34,0,12339,10138,10000,3,0
545,390000,2,1,2,31,0,50620,43220,5000,13,0
546,220000,2,1,1,41,1,-65,-65,0,0,1
547,160000,2,2,2,25,0,0,0,0,0,0
548,230000,2,1,2,28,0,2403,7357,7357,1,0
549,120000,1,1,2,27,0,52437,50473,5024,44,0
550,100000,1,3,1,52,2,4657,6068,1500,5,1
551,190000,2,1,2,41,0,28204,0,0,15,1
552,50000,1,1,1,56,0,50715,51073,2500,101,1
553,240000,2,1,1,42,1,0,6370,6370,0,0
554,40000,2,2,2,24,0,35285,36714,2000,88,0
555,630000,2,2,1,47,0,37850,68187,38187,6,0
556,160000,2,1,1,33,0,5233,5393,5401,3,0
557,110000,2,2,2,32,2,65299,74565,11000,59,0
558,20000,1,2,2,29,0,17208,18419,2055,86,0
559,210000,2,3,1,53,0,57192,58472,2800,27,0
560,270000,1,1,2,34,0,5780,12006,12006,2,0
561,360000,2,2,2,52,0,640,2113,2231,0,0
562,60000,2,2,1,42,0,631,2790,2790,1,0
563,360000,1,2,2,38,0,108351,111201,8005,30,0
564,390000,2,1,2,45,2,834,155,1,0,0
565,250000,2,3,2,35,0,7244,8472,8514,3,0
566,90000,2,1,2,24,0,13141,14526,1600,15,1
567,360000,1,1,2,28,0,7071,401,1510,2,0
568,50000,1,3,2,26,0,35429,30626,1537,71,0
569,270000,2,1,1,40,0,18751,5706,1000,7,0
570,200000,2,1,2,29,1,55788,8360,8394,28,0
571,50000,2,2,2,23,0,49809,50364,2040,100,0
572,350000,1,1,2,33,0,10900,10478,10530,3,0
573,160000,2,2,2,60,0,3128,5156,5156,2,1
574,80000,2,3,1,49,0,3367,4641,4641,4,0
575,290000,1,1,1,53,2,279610,282024,13000,96,1
576,270000,2,1,2,28,0,475,475,475,0,0
577,80000,1,1,2,31,2,5994,32223,13647,7,0
578,50000,1,2,2,36,0,5197,6015,1300,10,0
579,30000,1,2,1,35,0,7797,2687,2687,26,0
580,30000,1,2,2,28,1,0,780,780,0,1
581,90000,1,2,2,33,0,35785,29155,15155,40,0
582,160000,1,1,2,26,0,1433,3746,3757,1,0
583,80000,2,3,2,53,0,77766,77954,4000,97,0
584,50000,1,2,2,42,0,50300,50898,2200,101,0
585,20000,2,1,2,25,2,14603,15661,1600,73,0
586,220000,1,1,1,43,1,0,0,0,0,1
587,210000,1,3,2,25,2,8817,23634,23776,4,1
588,130000,2,2,2,29,0,131575,130931,6700,101,0
589,260000,2,2,1,31,0,5841,23194,23194,2,0
590,230000,2,1,1,30,0,30341,25981,5000,13,0
591,160000,1,1,2,34,0,83255,83912,4000,52,0
592,50000,1,1,1,35,0,34976,6018,1127,70,0
593,80000,1,2,1,32,0,48747,45955,2145,61,0
594,110000,1,3,2,46,0,56700,57875,2681,52,0
595,200000,1,1,1,43,0,144678,140804,5090,72,0
596,360000,1,2,2,29,0,268112,263368,9429,74,0
597,210000,2,3,2,31,1,0,0,0,0,0
598,80000,2,2,2,24,2,79243,75254,3249,99,0
599,300000,2,2,1,36,2,-475,5191,10000,0,1
600,310000,2,2,1,43,0,23396,24182,1426,8,0
601,30000,1,3,1,59,0,390,390,390,1,1
602,170000,1,1,1,53,0,17862,17927,1323,11,0
603,140000,2,2,2,28,2,26450,28823,3007,19,0
604,180000,2,2,2,31,1,0,0,0,0,0
605,50000,1,1,2,34,2,22746,22099,0,45,0
606,50000,2,2,1,36,0,9214,10359,1351,18,0
607,110000,2,1,2,24,2,40882,35428,2000,37,0
608,450000,2,3,1,36,0,3996,9120,9120,1,0
609,200000,2,2,1,34,0,390,390,390,0,0
610,220000,1,1,2,43,0,44177,25736,1006,20,0
611,360000,2,1,2,29,0,3280,0,0,1,1
612,50000,1,2,1,37,0,48226,48727,2000,96,0
613,40000,1,2,2,23,2,36650,29541,0,92,0
614,190000,2,2,1,37,2,115049,117856,6000,61,0
615,150000,1,1,2,33,0,21724,23168,2100,14,0
616,200000,2,1,1,37,1,0,0,0,0,0
617,270000,2,2,1,56,0,137807,123769,5000,51,0
618,60000,1,1,2,25,0,58839,53235,2018,98,0
619,200000,2,2,1,39,0,80833,79100,3315,40,0
620,150000,2,2,1,39,0,36146,36184,3000,24,0
621,180000,2,2,2,28,0,340,-120,0,0,0
622,90000,2,1,2,27,0,7624,0,0,8,0
623,360000,2,2,1,37,1,0,0,0,0,0
624,90000,2,1,2,24,0,491,0,0,1,0
625,20000,2,2,2,24,2,13168,13888,1237,66,0
626,70000,1,1,1,46,0,60040,55274,2600,86,0
627,230000,1,1,1,39,0,660,660,660,0,0
628,30000,1,3,1,48,0,29434,28960,1465,98,0
629,200000,2,3,3,45,0,4430,7182,7193,2,0
630,100000,1,3,2,49,0,1440,0,0,1,0
631,50000,2,2,2,23,2,26795,28056,2000,54,0
632,20000,2,3,1,25,0,16591,16442,1155,83,0
633,210000,2,2,1,47,0,0,0,0,0,0
634,110000,1,3,1,56,0,46486,35758,4086,42,0
635,20000,2,3,1,44,0,550,228,228,3,0
636,50000,2,3,1,49,0,5630,6629,1107,11,0
637,50000,1,2,1,41,0,21986,21520,1362,44,0
638,400000,2,1,2,40,0,60125,1981,1981,15,0
639,170000,1,2,2,31,0,56364,58132,3000,33,0
640,280000,1,2,1,42,0,148363,148432,6900,53,0
641,130000,2,3,1,28,0,100143,50456,2500,77,0
642,210000,2,2,2,32,0,46255,50486,5000,22,0
643,370000,1,2,2,28,0,276436,239025,20000,75,0
644,30000,2,2,1,31,2,29493,19433,3200,98,0
645,150000,1,3,2,39,1,214450,147280,5180,143,0
646,60000,1,3,1,31,2,35369,35320,1027,59,1
647,80000,2,2,2,24,0,77615,77303,3100,97,0
648,280000,2,2,1,44,2,186149,181779,0,66,1
649,20000,2,2,2,46,8,21075,20795,0,105,0
650,270000,1,1,2,32,0,0,0,0,0,0
651,240000,2,2,2,26,0,14348,7500,1000,6,0
652,20000,2,1,2,22,0,20137,20179,1300,101,0
653,450000,2,1,1,42,1,-200,-200,0,0,1
654,10000,1,2,2,33,0,8177,9131,2500,82,0
655,280000,1,2,1,39,0,2082,3557,3597,1,1
656,290000,2,3,2,27,0,13820,15614,2000,5,0
657,190000,2,1,2,28,0,46923,48666,2500,25,1
658,80000,2,1,2,23,0,53261,38091,4500,67,0
659,280000,2,2,2,28,2,427,298,0,0,0
660,160000,2,1,1,33,0,14150,8106,8106,9,0
661,90000,1,2,1,40,0,42856,44925,3114,48,1
662,140000,2,1,2,37,0,1034,40000,40000,1,0
663,50000,1,1,2,22,0,5137,5960,1300,10,0
664,40000,2,2,1,32,2,24114,25417,2000,60,0
665,130000,2,3,1,43,0,130067,129385,5540,100,0
666,70000,2,3,1,27,2,61611,62711,3011,88,0
667,30000,2,2,1,35,0,25078,25538,1500,84,0
668,100000,2,3,1,35,2,97002,102698,8200,97,0
669,20000,2,1,1,30,2,5766,7511,2000,29,1
670,30000,2,2,2,34,2,99568,32326,33000,332,0
671,20000,1,2,1,34,0,12857,14183,1541,64,1
672,100000,2,1,2,28,2,96193,82342,3600,96,1
673,30000,1,2,2,25,7,2400,2400,0,8,1
674,320000,2,1,1,41,0,97797,99672,4520,31,0
675,90000,1,3,2,42,2,64762,63164,0,72,1
676,190000,1,2,2,40,2,145613,156765,15000,77,1
677,200000,1,1,2,28,0,71989,122129,52129,36,0
678,300000,2,2,2,31,0,3345,1083,1087,1,0
679,30000,2,1,2,56,0,29033,17013,1283,97,0
680,110000,2,2,3,45,0,26650,20787,1532,24,0
681,230000,2,1,2,29,0,0,0,0,0,0
682,230000,2,1,1,35,0,4259,5432,1250,2,0
683,310000,2,2,2,28,0,106468,108955,8000,34,0
684,320000,1,1,1,40,0,247276,241167,10000,77,0
685,360000,1,1,1,47,0,1548,-32,0,0,0
686,20000,2,3,1,41,0,780,0,0,4,1
687,170000,2,2,2,27,0,162671,166202,7500,96,0
688,140000,1,1,1,40,0,123049,125616,4310,88,0
689,80000,1,2,2,32,0,51372,51872,1853,64,0
690,150000,1,2,2,35,0,60015,72227,20000,40,0
691,170000,1,2,2,27,2,1170,780,0,1,0
692,200000,2,2,1,29,2,159398,156955,6163,80,1
693,70000,1,1,2,30,2,55664,59529,5800,80,0
694,320000,1,2,1,37,0,43528,498,500,14,0
695,150000,2,1,2,29,0,0,0,0,0,0
696,50000,2,1,1,34,0,27966,28539,1267,56,0
697,90000,2,2,2,34,2,8792,7500,0,10,0
698,280000,1,1,1,41,0,28026,41302,41346,10,0
699,300000,2,1,2,31,2,43610,43280,1655,15,0
700,400000,2,2,2,40,0,0,8235,8235,0,0
701,200000,2,1,1,27,0,5780,105,105,3,0
702,10000,2,3,2,22,0,8109,9778,2000,81,1
703,50000,2,2,3,30,3,52515,51424,0,105,1
704,30000,2,2,3,22,4,22582,26518,4600,75,0
705,50000,1,1,2,26,0,15448,16392,1500,31,1
706,50000,1,2,1,38,2,58102,59011,2500,116,0
707,30000,2,3,1,46,2,12289,11806,0,41,0
708,20000,1,2,2,24,2,10476,7279,1000,52,0
709,20000,1,2,2,49,0,16326,17497,1441,82,0
710,50000,1,1,3,49,0,17681,18249,1611,35,0
711,30000,2,2,1,42,0,47912,25023,1755,160,0
712,360000,2,1,1,30,2,18886,14249,0,5,0
713,170000,1,2,1,42,1,0,1690,1690,0,0
714,400000,2,1,2,31,0,203,767,770,0,0
715,50000,2,2,1,49,0,34962,32275,1613,70,0
716,160000,2,2,2,27,0,80964,80337,4000,51,0
717,70000,2,2,1,33,0,69418,68943,2382,99,1
718,150000,2,1,1,35,1,0,0,0,0,0
719,80000,2,2,2,48,0,45174,41885,3000,56,0
720,30000,2,2,2,22,2,23892,28459,5300,80,0
721,10000,1,2,2,22,0,7960,9649,2000,80,1
722,180000,2,1,2,27,1,0,3338,3338,0,0
723,320000,1,1,1,47,0,9192,13920,13942,3,0
724,80000,2,2,2,34,2,25935,27210,2000,32,0
725,10000,1,2,1,45,2,7139,8416,1400,71,1
726,360000,2,2,2,39,0,12865,4462,4484,4,0
727,450000,1,2,2,33,0,-14,2568,2582,0,0
728,330000,2,2,2,29,0,49549,133957,90000,15,0
729,60000,1,1,2,29,2,546,255,0,1,1
730,50000,2,3,2,26,0,9935,11029,1234,20,0
731,200000,1,2,1,38,0,152856,156104,6000,76,0
732,120000,1,1,2,34,2,1278,639,0,1,0
733,160000,2,1,1,37,0,316,316,316,0,0
734,110000,1,2,1,57,0,46132,41050,2306,42,0
735,70000,2,3,1,50,0,27345,-1041,1041,39,0
736,150000,2,3,2,28,0,101593,101886,4000,68,0
737,610000,2,1,2,31,0,142764,126606,6540,23,0
738,110000,2,1,2,25,0,92849,94766,4346,84,0
739,80000,2,2,2,25,2,17330,19258,3000,22,1
740,170000,2,2,1,33,0,109863,79574,4380,65,0
741,110000,2,1,2,30,0,1064,2001,2007,1,0
742,140000,2,1,1,51,0,56764,57950,2115,41,0
743,70000,1,1,2,51,2,43048,43257,3000,61,0
744,260000,2,2,1,46,0,29484,28592,10000,11,0
745,170000,1,3,2,38,0,21310,22957,2000,13,0
746,50000,2,2,1,34,0,10821,11877,1221,22,0
747,300000,2,3,1,34,0,280823,275303,11000,94,1
748,150000,2,1,2,31,2,390,390,390,0,1
749,50000,2,2,2,25,8,37647,37102,0,75,1
750,50000,2,2,1,26,1,0,0,0,0,0
751,90000,2,1,2,25,2,84710,87334,4000,94,0
752,50000,1,2,2,26,0,48036,46787,2100,96,1
753,500000,2,2,2,43,0,43346,43976,4006,9,0
754,470000,2,2,1,36,0,873,1593,1005,0,0
755,230000,1,2,2,58,0,110163,112499,5600,48,0
756,140000,2,2,2,26,0,4113,6030,2000,3,0
757,230000,2,2,1,30,2,9636,10152,1222,4,1
758,420000,2,2,2,31,0,25103,21330,1509,6,0
759,30000,2,2,2,24,0,31319,31181,1564,104,0
760,50000,2,2,2,52,2,43343,43360,1300,87,1
761,140000,2,2,2,24,0,197,0,0,0,0
762,260000,2,2,1,35,0,7967,67650,67650,3,0
763,90000,2,3,2,29,2,19450,3123,0,22,0
764,240000,2,2,1,33,0,240878,233838,10000,100,0
765,510000,2,1,2,35,0,2115,2116,1117,0,0
766,110000,2,2,1,35,0,81665,46070,2460,74,0
767,210000,2,1,2,28,0,11442,3738,3738,5,0
768,220000,1,2,1,40,0,158,0,0,0,0
769,200000,2,1,1,35,0,2257,4261,4266,1,0
770,360000,2,2,2,53,0,10733,15206,15206,3,0
771,260000,1,1,2,44,0,316,316,316,0,0
772,20000,1,2,1,33,0,11026,9535,1174,55,0
773,120000,2,2,1,32,0,113869,116110,5498,95,0
774,50000,2,1,2,33,2,7363,5180,39,15,0
775,60000,2,1,2,26,2,29649,21657,0,49,0
776,200000,1,1,2,26,0,12716,16164,16244,6,0
777,20000,1,2,2,26,0,1438,1261,1261,7,0
778,50000,2,1,1,32,2,47858,49223,2500,96,1
779,50000,2,2,2,31,2,0,0,0,0,0
780,230000,1,1,2,29,2,40732,44563,5000,18,0
781,50000,1,2,1,27,2,819,3003,2184,2,0
782,100000,2,1,2,28,2,79580,81493,3790,80,1
783,210000,2,1,1,42,1,0,0,0,0,1
784,230000,2,2,1,32,2,87764,73526,2630,38,1
785,500000,2,1,2,26,1,31421,22150,22157,6,0
786,370000,2,1,2,38,0,929,328,328,0,0
787,230000,2,1,1,35,0,2648,191,200,1,0
788,80000,1,2,2,29,0,11894,12287,1284,15,0
789,60000,2,2,2,29,0,55064,57833,5000,92,0
790,30000,2,2,2,51,2,25382,26480,1800,85,0
791,70000,1,1,2,27,1,-54,273,600,0,0
792,410000,1,1,2,32,0,5335,5369,5400,1,0
793,280000,2,3,1,40,1,-288,-288,0,0,0
794,50000,2,1,1,34,0,46750,48317,2320,94,0
795,100000,2,2,1,30,0,97062,74352,2800,97,0
796,230000,2,1,2,29,0,0,0,0,0,0
797,50000,2,1,2,22,0,13801,9549,1372,28,0
798,100000,2,1,2,48,2,15355,17949,3164,15,0
799,210000,2,2,1,35,0,37148,35754,2000,18,0
800,400000,1,1,2,37,0,385,12695,13032,0,0
801,20000,1,2,2,25,4,20610,20005,0,103,1
802,50000,2,3,1,44,0,2000,780,780,4,0
803,230000,2,1,2,28,0,6666,6666,6666,3,0
804,220000,1,2,2,29,0,31037,6244,3050,14,0
805,300000,2,1,1,36,0,25239,25001,1713,8,0
806,80000,2,2,2,23,2,998,6858,6861,1,0
807,20000,2,3,2,36,2,16754,18873,2400,84,1
808,190000,2,1,2,26,2,31061,32129,1750,16,0
809,160000,2,2,0,37,0,2694,38433,35888,2,0
810,120000,2,1,3,44,2,70096,76446,8100,58,0
811,700000,2,1,1,39,0,99259,102345,5000,14,0
812,140000,2,1,2,24,1,0,0,0,0,0
813,300000,2,3,1,29,0,24921,21333,2000,8,0
814,120000,1,3,1,33,2,66055,67405,3000,55,1
815,280000,2,2,1,39,2,213738,228963,20300,76,0
816,70000,1,3,1,51,2,54968,51384,0,79,1
817,20000,2,3,2,24,2,4101,507,507,21,0
818,150000,2,2,1,45,0,2605,2605,2605,2,0
819,60000,1,1,2,30,0,15380,4116,4147,26,0
820,200000,2,3,0,51,0,780,0,0,0,0
821,50000,2,2,2,24,2,48861,48082,2000,98,1
822,150000,1,2,1,50,2,55336,58255,5085,37,0
823,20000,2,1,2,22,0,20243,20400,1410,101,0
824,40000,1,1,2,27,0,11058,11471,2000,28,1
825,170000,2,2,2,33,1,0,7042,7042,0,0
826,50000,2,2,1,24,2,27087,26372,0,54,0
827,10000,1,2,2,37,2,8755,8158,1167,88,0
828,200000,2,2,1,58,0,3035,199602,199646,2,0
829,50000,2,2,1,48,0,20944,4696,2360,42,0
830,320000,1,1,2,28,0,2007,3477,2000,1,0
831,20000,2,3,1,24,8,24310,23987,0,122,0
832,470000,2,2,1,27,0,152478,62084,3001,32,1
833,230000,2,3,2,30,0,550,0,0,0,0
834,20000,2,1,2,23,0,17246,16988,2000,86,0
835,30000,2,3,2,53,0,1598,2487,2487,5,1
836,80000,2,2,2,23,2,22895,23837,1600,29,0
837,110000,2,2,1,55,0,15069,16123,1600,14,0
838,420000,1,2,1,34,0,88948,79783,30000,21,0
839,500000,1,1,1,43,1,0,0,0,0,1
840,80000,2,2,2,22,2,79318,79459,2000,99,0
841,350000,2,2,1,31,0,67648,68557,3039,19,0
842,30000,2,2,1,32,0,0,0,0,0,0
843,110000,2,2,2,33,1,0,0,0,0,1
844,500000,1,3,1,39,0,315201,332071,25000,63,0
845,490000,2,1,1,38,0,4290,4738,4738,1,0
846,300000,2,2,1,34,0,205064,-86,0,68,0
847,50000,1,2,3,42,2,47647,50232,3700,95,1
848,150000,1,3,1,37,4,151117,153787,6500,101,1
849,80000,2,3,1,57,2,726,726,0,1,0
850,40000,2,2,2,23,6,20035,21406,2000,50,0
851,30000,1,2,2,32,2,29095,30819,2500,97,0
852,50000,1,1,1,37,0,30400,0,500,61,0
853,140000,2,2,2,23,0,44733,44144,2100,32,0
854,50000,2,3,2,49,0,4987,6741,2000,10,0
855,30000,2,2,2,25,0,26957,26269,1333,90,0
856,40000,2,1,2,29,2,26461,29425,3400,66,1
857,100000,2,3,1,43,2,50485,51582,2200,50,1
858,130000,1,2,2,29,0,131041,133698,7000,101,0
859,20000,2,2,2,27,0,20218,19194,1482,101,0
860,50000,1,1,2,26,0,0,0,0,0,0
861,260000,1,1,1,41,0,1086,2853,3552,0,0
862,30000,2,3,2,52,7,2450,2450,0,8,1
863,10000,2,2,1,31,0,15915,9050,2330,159,0
864,200000,1,1,2,32,0,43515,44557,1739,22,0
865,30000,2,2,1,46,0,28234,28874,1484,94,0
866,180000,2,2,2,35,0,119333,123150,6000,66,0
867,100000,1,1,2,35,0,29109,0,0,29,0
868,140000,2,2,1,39,0,105192,90337,3000,75,0
869,290000,2,2,2,34,0,310403,315048,12012,107,0
870,20000,2,2,3,52,0,14591,15616,1265,73,0
871,80000,2,3,1,40,0,35660,37082,2000,45,0
872,500000,2,3,1,38,0,13655,8351,8351,3,0
873,180000,1,1,1,45,0,4453,3310,3310,2,0
874,20000,2,3,1,40,0,2946,0,0,15,0
875,30000,2,2,1,25,2,30606,29579,1800,102,0
876,150000,1,1,2,33,0,45335,50262,6000,30,0
877,280000,2,2,2,27,0,5924,5174,5174,2,0
878,50000,2,2,1,43,0,23587,24580,1800,47,0
879,20000,2,2,1,43,2,15294,16340,1300,76,0
880,200000,1,1,2,30,0,4935,-200,0,2,0
881,210000,2,2,1,49,1,0,0,0,0,1
882,230000,2,1,2,38,0,224020,227311,8750,97,0
883,50000,1,3,2,57,0,47917,48455,1988,96,0
884,50000,1,3,2,55,0,51737,27121,2930,103,1
885,70000,2,2,2,23,0,49605,51804,3000,71,0
886,310000,1,1,2,30,0,1544,1648,1300,0,0
887,180000,2,2,1,30,0,2488,13476,13476,1,0
888,90000,2,2,2,24,2,24401,22771,1454,27,0
889,390000,1,2,2,28,0,149445,139794,8046,38,0
890,150000,2,3,1,34,0,772,337,340,1,0
891,400000,1,2,2,37,2,13611,15066,3019,3,0
892,80000,2,2,1,32,0,28408,25695,1259,36,0
893,320000,1,1,2,27,0,137574,199563,6048,43,0
894,240000,2,2,1,37,0,238,0,0,0,1
895,200000,1,1,2,31,0,100,100,100,0,0
896,110000,1,1,3,55,3,92610,94755,4500,84,1
897,170000,2,1,2,28,2,131864,133897,5600,78,1
898,90000,2,3,3,51,2,11315,12340,1212,13,1
899,200000,1,1,1,36,0,3877,11496,11496,2,0
900,360000,1,1,2,30,0,0,2500,2500,0,0
901,140000,2,1,1,36,0,4036,0,0,3,0
902,220000,1,2,2,25,0,168286,155893,10000,76,0
903,100000,1,3,1,50,0,154970,0,0,155,0
904,80000,2,2,2,40,2,57364,58637,2200,72,0
905,30000,2,2,2,27,2,27772,30461,3136,93,0
906,50000,1,1,2,30,2,4187,5152,2300,8,1
907,120000,2,2,2,26,0,22431,12399,1500,19,0
908,50000,1,1,2,27,0,7010,9876,3000,14,0
909,360000,2,1,2,27,0,79837,27456,27465,22,0
910,90000,2,1,2,25,2,86014,92898,8300,96,0
911,500000,1,1,2,32,0,386405,387910,25016,77,0
912,140000,2,3,1,46,0,68075,69972,3000,49,0
913,30000,1,3,1,45,2,17187,24045,7900,57,0
914,70000,1,3,1,30,0,19882,20611,1352,28,0
915,200000,1,1,1,39,0,0,0,0,0,0
916,350000,1,1,1,48,0,54969,47978,2087,16,0
917,120000,1,1,2,32,1,0,0,0,0,1
918,240000,1,1,2,46,0,471814,478380,16044,197,0
919,90000,2,1,2,23,0,22109,25011,6000,25,0
920,260000,2,1,2,33,1,0,0,0,0,0
921,50000,2,1,2,24,2,27245,28300,1800,54,0
922,110000,1,1,1,40,0,8481,13066,4980,8,0
923,20000,2,1,2,24,2,1371,796,796,7,0
924,30000,2,2,2,24,0,27391,28412,1767,91,0
925,180000,1,1,2,27,2,11392,14688,3500,6,1
926,20000,1,2,1,46,0,5902,6767,1122,30,0
927,50000,2,2,2,22,0,50342,50482,1896,101,0
928,180000,2,1,2,36,0,10737,21197,21197,6,0
929,200000,1,1,1,34,0,1242,4006,4034,1,0
930,260000,2,2,2,24,0,68411,60386,2500,26,0
931,320000,1,1,1,60,0,9955,3465,3465,3,1
932,160000,2,2,2,29,2,1989,-8,0,1,1
933,30000,1,2,2,32,2,7851,9065,1500,26,1
934,50000,2,2,1,36,0,16906,17645,1314,34,0
935,50000,1,2,2,30,0,21062,6495,2000,42,0
936,90000,2,2,2,29,0,47585,52084,10000,53,0
937,240000,1,1,2,34,2,11874,5979,0,5,0
938,180000,2,2,1,32,2,15548,15009,0,9,1
939,200000,2,2,1,32,0,5150,10190,10190,3,0
940,50000,2,1,2,25,2,42543,34629,1900,85,0
941,50000,1,2,1,44,0,1261,1261,1261,3,0
942,330000,2,1,1,37,0,4785,3403,3523,1,0
943,80000,2,2,2,24,5,1200,1200,0,2,1
944,50000,2,2,2,23,0,3779,3944,3955,8,0
945,360000,2,1,2,29,0,15854,8174,1000,4,0
946,240000,2,2,1,37,0,219099,217058,8131,91,0
947,50000,1,2,1,59,0,47069,48479,2169,94,0
948,470000,1,2,2,33,0,190258,181207,40012,40,0
949,160000,2,3,1,51,2,2000,1000,0,1,0
950,30000,1,1,1,27,0,12897,13484,2011,43,1
951,80000,2,2,1,32,0,81074,78262,3700,101,0
952,500000,2,3,2,42,0,10889,26146,29987,2,0
953,180000,1,2,2,39,0,3135,2822,2833,2,0
954,110000,2,2,1,46,0,2410,2151,2151,2,0
955,160000,1,1,1,41,2,117126,11222,15315,73,0
956,210000,2,2,2,30,0,21780,20974,1325,10,0
957,200000,2,1,1,34,0,6206,6723,1120,3,1
958,350000,1,1,2,35,0,4439,33720,33891,1,0
959,250000,1,1,2,41,0,1338,-24,0,1,1
960,380000,1,1,2,43,2,8201,7882,39,2,1
961,30000,1,2,2,47,0,396,396,396,1,0
962,200000,1,2,2,31,0,33781,35879,3000,17,0
963,30000,1,2,2,30,0,27826,28672,1600,93,0
964,50000,1,2,2,24,0,14937,12171,3027,30,0
965,500000,1,1,1,36,0,294827,292920,20007,59,0
966,30000,1,1,2,28,1,0,0,0,0,0
967,220000,2,1,1,36,0,996,4102,4102,0,0
968,20000,2,2,1,27,0,42784,41009,3000,214,0
969,180000,2,2,1,32,0,74189,30670,2000,41,0
970,300000,1,1,1,42,0,11973,61834,20979,4,1
971,130000,2,2,1,33,0,133461,133393,7010,103,0
972,180000,2,3,1,39,2,10159,12689,2710,6,1
973,150000,2,1,3,30,0,50,6527,8589,0,0
974,140000,1,2,1,30,0,134203,127319,5000,96,1
975,50000,2,2,2,22,0,49609,61162,2100,99,0
976,20000,1,2,2,25,2,6174,7543,2000,31,1
977,180000,1,1,2,28,0,666,662,662,0,0
978,180000,1,2,2,26,0,5591,6619,1126,3,1
979,150000,2,3,1,54,2,148747,145231,5500,99,0
980,70000,2,1,2,24,0,63903,65248,3000,91,0
981,30000,1,2,2,29,8,34423,33952,0,115,0
982,500000,1,1,2,36,0,45106,81264,81690,9,1
983,60000,1,3,1,49,0,44801,41545,3000,75,0
984,50000,2,1,2,23,0,49860,50187,2500,100,0
985,130000,1,3,2,43,1,1018,6377,6433,1,1
986,260000,2,2,1,33,0,134736,135593,6067,52,0
987,380000,1,3,1,53,0,0,0,0,0,0
988,360000,2,2,2,25,2,286732,290690,10792,80,0
989,50000,1,3,1,54,2,62847,60885,2100,126,0
990,50000,2,3,1,39,2,58300,59727,7876,117,0
991,260000,2,1,1,44,2,1215,856,0,0,1
992,80000,2,2,2,27,0,57376,58649,2200,72,0
993,360000,2,1,2,25,0,279846,169426,7004,78,1
994,290000,2,1,2,29,1,0,0,0,0,1
995,200000,1,1,2,39,0,-200,-200,0,0,0
996,140000,1,1,1,45,2,39716,40799,1600,28,0
997,360000,1,1,1,38,1,0,0,0,0,1
998,50000,2,2,2,23,0,780,0,0,2,1
999,120000,1,2,2,25,2,113348,110119,0,94,0
1000,100000,1,2,1,29,0,94453,95860,3320,94,0
1001,200000,2,2,1,28,0,81865,86790,5000,41,0
1002,90000,2,2,1,40,0,4989,-818,0,6,0
1003,360000,1,1,2,36,1,0,0,0,0,1
1004,150000,2,3,2,30,0,456,9664,9664,0,1
1005,140000,1,1,2,29,0,2937,5150,2024,2,0
1006,200000,2,2,2,36,0,1371,4068,4077,1,0
1007,170000,2,2,1,37,0,166246,169163,6700,98,0
